,gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score
580,female,group C,associate's degree,standard,completed,74,87,88
581,female,group B,master's degree,standard,none,61,61,59
582,female,group D,bachelor's degree,standard,none,63,58,65
583,male,group B,bachelor's degree,standard,none,80,81,77
584,female,group D,master's degree,free/reduced,none,65,78,76
585,male,group B,high school,free/reduced,none,76,75,72
586,female,group C,high school,free/reduced,none,31,44,45
587,male,group E,bachelor's degree,free/reduced,none,59,54,54
588,female,group B,bachelor's degree,free/reduced,completed,38,49,58
589,male,group B,master's degree,standard,none,78,76,76
590,male,group C,some high school,standard,none,82,79,73
591,male,group C,some high school,free/reduced,completed,68,61,61
592,male,group C,some high school,free/reduced,none,57,51,44
593,male,group C,high school,standard,none,81,73,71
594,male,group C,some college,standard,none,75,70,68
595,male,group D,high school,free/reduced,completed,36,39,41
596,female,group D,associate's degree,standard,none,67,75,74
597,female,group E,some high school,standard,none,92,92,92
598,female,group C,some college,standard,none,83,87,85
599,male,group B,some high school,free/reduced,none,47,42,46
600,male,group D,associate's degree,standard,none,67,69,63
601,female,group A,some college,standard,none,69,75,74
602,male,group C,high school,standard,none,89,77,79
603,male,group D,master's degree,standard,none,86,72,75
604,male,group B,master's degree,standard,completed,100,98,100
605,female,group C,high school,standard,completed,66,72,76
606,male,group B,some high school,free/reduced,none,38,39,33
607,female,group D,bachelor's degree,standard,completed,100,100,100
608,male,group E,some college,free/reduced,completed,69,72,68
609,male,group B,associate's degree,free/reduced,completed,57,52,54
610,female,group C,some college,standard,completed,87,100,95
611,female,group A,some college,standard,none,63,66,66
612,female,group D,high school,standard,none,68,76,70
613,male,group D,some college,free/reduced,completed,43,60,56
614,male,group E,some college,free/reduced,completed,75,69,72
615,male,group A,master's degree,standard,none,83,72,70
616,female,group E,some college,free/reduced,none,73,83,71
617,female,group D,master's degree,standard,none,96,100,97
618,female,group D,some high school,standard,none,60,63,69
619,female,group C,some college,free/reduced,completed,46,61,67
620,male,group C,bachelor's degree,standard,none,57,49,50
621,female,group C,bachelor's degree,standard,completed,43,50,51
622,male,group D,high school,free/reduced,completed,76,71,70
623,female,group E,associate's degree,standard,none,84,88,89
624,female,group C,some high school,standard,none,66,73,70
625,female,group B,high school,standard,completed,60,69,71
626,female,group B,bachelor's degree,free/reduced,none,58,66,59
627,female,group E,high school,standard,completed,62,61,61
628,female,group B,associate's degree,free/reduced,completed,35,56,53
629,female,group D,master's degree,standard,none,85,100,99
630,male,group A,associate's degree,free/reduced,none,64,55,50
631,male,group D,associate's degree,free/reduced,none,54,50,45
632,male,group B,some college,standard,none,83,82,75
633,male,group C,high school,standard,none,57,43,33
634,male,group E,high school,standard,none,70,58,55
635,male,group D,associate's degree,standard,none,80,66,71
636,male,group B,some college,standard,none,57,64,60
637,female,group C,some college,standard,none,75,85,81
638,male,group E,some high school,standard,none,83,76,74
639,male,group E,high school,standard,none,57,49,46
640,female,group C,some college,free/reduced,completed,51,66,72
641,female,group B,high school,standard,none,77,80,77
642,male,group A,associate's degree,standard,none,80,73,63
643,female,group C,bachelor's degree,standard,none,61,72,66
644,male,group C,associate's degree,free/reduced,none,62,62,51
645,male,group C,associate's degree,standard,none,51,53,59
646,male,group D,some high school,standard,completed,78,64,70
647,female,group D,high school,free/reduced,none,42,58,49
648,female,group B,some high school,standard,completed,63,78,74
649,female,group C,associate's degree,standard,completed,69,71,78
650,male,group E,associate's degree,standard,completed,92,87,85
651,male,group D,bachelor's degree,free/reduced,none,86,83,80
652,male,group C,associate's degree,standard,none,73,70,66
653,male,group B,high school,standard,none,38,42,37
654,female,group D,some college,standard,none,67,76,76
655,female,group C,associate's degree,standard,none,37,53,48
656,male,group A,high school,standard,completed,69,62,55
657,female,group C,bachelor's degree,standard,none,75,83,82
658,male,group D,some college,free/reduced,none,62,70,67
659,female,group C,associate's degree,standard,none,84,77,78
660,male,group D,associate's degree,standard,none,92,84,85
661,female,group A,associate's degree,standard,completed,78,84,91
662,male,group A,bachelor's degree,standard,none,78,74,69
663,male,group B,high school,standard,completed,76,69,72
664,male,group B,some high school,free/reduced,none,38,41,35
665,female,group C,bachelor's degree,standard,completed,92,99,98
666,female,group D,associate's degree,standard,completed,65,80,80
667,male,group D,high school,standard,none,79,71,67
668,male,group E,master's degree,free/reduced,none,75,73,72
669,female,group C,some college,free/reduced,none,79,92,81
670,female,group C,some college,standard,none,77,82,83
671,female,group C,some high school,standard,none,78,83,78
672,female,group D,associate's degree,standard,none,53,72,67
673,female,group C,some high school,standard,none,65,50,60
674,male,group B,high school,standard,completed,90,82,84
675,female,group D,associate's degree,standard,completed,84,88,86
676,male,group B,some high school,free/reduced,none,31,38,35
677,male,group C,some high school,free/reduced,completed,40,52,42
678,male,group D,associate's degree,standard,completed,71,77,69
679,female,group D,some high school,free/reduced,none,34,42,44
680,female,group E,bachelor's degree,standard,none,98,98,94
681,male,group E,master's degree,free/reduced,completed,76,79,78
682,female,group D,some college,standard,none,54,65,63
683,male,group D,some high school,free/reduced,none,62,66,61
684,male,group C,master's degree,standard,completed,93,100,97
685,female,group E,some college,standard,none,82,82,81
686,male,group C,some high school,free/reduced,none,45,47,41
687,male,group C,some college,standard,completed,73,82,75
688,female,group A,some high school,free/reduced,none,39,47,38
689,male,group B,high school,standard,completed,54,57,55
690,female,group D,some high school,standard,none,70,74,75
691,female,group C,master's degree,standard,none,93,100,100
692,female,group C,some high school,standard,none,47,58,59
693,female,group C,bachelor's degree,free/reduced,none,80,84,87
694,female,group E,some college,free/reduced,completed,82,87,86
695,female,group A,high school,standard,none,53,61,64
696,female,group B,associate's degree,standard,none,34,47,47
697,male,group E,some high school,standard,none,60,47,43
698,male,group C,associate's degree,free/reduced,none,58,55,48
699,female,group A,some high school,free/reduced,none,61,70,71
700,female,group B,bachelor's degree,standard,none,65,84,77
701,male,group B,master's degree,standard,none,87,86,80
702,female,group D,bachelor's degree,standard,completed,54,62,68
703,male,group D,some high school,standard,completed,67,60,65
704,male,group B,some college,standard,completed,73,79,72
705,female,group C,bachelor's degree,standard,none,84,97,97
706,male,group D,some college,standard,completed,91,89,88
707,male,group B,high school,free/reduced,completed,59,54,52
708,male,group A,some high school,standard,none,59,65,57
709,male,group C,some college,standard,completed,88,82,88
710,female,group C,master's degree,standard,none,87,93,91
711,female,group D,some high school,free/reduced,none,40,62,57
712,male,group D,high school,standard,completed,59,59,57
713,male,group C,high school,standard,none,89,83,76
714,male,group B,some college,standard,none,72,64,63
715,male,group D,associate's degree,standard,none,73,66,71
716,male,group C,bachelor's degree,standard,completed,91,85,88
717,male,group C,high school,standard,none,58,48,45
718,female,group C,associate's degree,free/reduced,completed,41,61,61
719,female,group B,associate's degree,standard,none,63,72,72
720,male,group B,master's degree,free/reduced,none,57,63,61
721,female,group A,some college,free/reduced,none,65,67,64
722,male,group C,associate's degree,free/reduced,none,65,64,62
723,male,group D,high school,standard,completed,100,100,96
724,female,group C,associate's degree,standard,none,26,38,35
725,male,group B,some high school,standard,none,53,56,54
726,female,group D,some college,standard,none,82,89,96
727,male,group C,associate's degree,standard,none,67,61,63
728,male,group B,high school,free/reduced,completed,43,38,38
729,female,group B,some college,standard,none,55,71,68
730,female,group C,associate's degree,standard,none,87,95,87
731,female,group B,some college,standard,completed,64,73,78
732,female,group D,associate's degree,standard,none,67,76,79
733,male,group D,some college,free/reduced,completed,68,71,76
734,female,group A,high school,free/reduced,none,57,65,66
735,male,group D,master's degree,standard,completed,93,83,82
736,female,group C,some college,standard,none,86,91,93
737,male,group B,some high school,standard,completed,80,76,77
738,female,group E,some college,standard,completed,75,73,75
739,male,group C,some high school,standard,none,74,67,60
740,female,group D,associate's degree,standard,none,77,92,87
741,female,group D,high school,standard,none,55,62,62
742,male,group C,some college,standard,none,94,80,79
743,male,group B,master's degree,standard,none,83,77,73
744,male,group C,some college,standard,completed,69,74,76
745,female,group E,associate's degree,free/reduced,none,34,45,44
746,male,group E,bachelor's degree,standard,none,93,90,77
747,female,group B,high school,standard,none,66,69,74
748,female,group E,high school,free/reduced,none,47,48,50
749,male,group C,high school,standard,completed,61,66,61
750,female,group E,high school,standard,none,80,82,77
751,female,group C,high school,standard,none,67,83,81
